hora_do_dia,meio_de_pagamento,valor,nome_cafe,periodo_do_dia,dia_da_semana,nome_mes,ordem_dia,ordem_mes,data,hora
15,Crédito,40.51,Cappuccino,Tarde,Qua,Jan,3,1,2024-01-31,15:04:26.400000
16,Pix,39.16,Latte,Tarde,Qua,Jan,3,1,2024-01-31,16:15:10.511000
17,Alimentação,39.09,Cappuccino,Tarde,Qua,Jan,3,1,2024-01-31,17:28:28.679000
8,Pix,17.79,Espresso,Manhã,Qui,Fev,4,2,2024-02-01,08:49:55.275000
12,Crédito,38.31,Americano com Leite,Tarde,Qui,Fev,4,2,2024-02-01,12:04:36.140000
14,Débito,40.39,Chocolate Quente,Tarde,Qui,Fev,4,2,2024-02-01,14:52:10.429000
15,Crédito,39.69,Cappuccino,Tarde,Qui,Fev,4,2,2024-02-01,15:01:18.272000
21,Alimentação,40.12,Cappuccino,Noite,Qui,Fev,4,2,2024-02-01,21:28:40.647000
7,Crédito,30.01,Americano,Manhã,Sex,Fev,5,2,2024-02-02,07:42:17.929000
12,Alimentação,39.37,Latte,Tarde,Sex,Fev,5,2,2024-02-02,12:22:49.299000
14,Débito,28.67,Cortado,Tarde,Sex,Fev,5,2,2024-02-02,14:41:52.523000
19,Pix,38.33,Chocolate Quente,Noite,Sex,Fev,5,2,2024-02-02,19:11:45.760000
8,Alimentação,29.62,Americano,Manhã,Sáb,Fev,6,2,2024-02-03,08:05:37.602000
8,Pix,18.32,Espresso,Manhã,Sáb,Fev,6,2,2024-02-03,08:34:26.731000
11,Débito,29.18,Cortado,Manhã,Sáb,Fev,6,2,2024-02-03,11:12:11.379000
11,Débito,28.79,Cortado,Manhã,Sáb,Fev,6,2,2024-02-03,11:27:38.322000
19,Débito,39.84,Cappuccino,Noite,Sáb,Fev,6,2,2024-02-03,19:53:13.367000
7,Alimentação,28.85,Cortado,Manhã,Dom,Fev,7,2,2024-02-04,07:40:42.956000
8,Crédito,39.05,Chocolate Quente,Manhã,Dom,Fev,7,2,2024-02-04,08:16:19.076000
8,Débito,39.39,Cappuccino,Manhã,Dom,Fev,7,2,2024-02-04,08:54:57.616000
11,Alimentação,40.44,Latte,Manhã,Dom,Fev,7,2,2024-02-04,11:25:04.607000
11,Débito,40.26,Cappuccino,Manhã,Dom,Fev,7,2,2024-02-04,11:37:11.442000
14,Crédito,39.81,Latte,Tarde,Dom,Fev,7,2,2024-02-04,14:23:06.304000
15,Alimentação,29.12,Cortado,Tarde,Dom,Fev,7,2,2024-02-04,15:32:24.428000
16,Alimentação,27.87,Americano,Tarde,Dom,Fev,7,2,2024-02-04,16:21:35.961000
17,Débito,27.48,Americano,Tarde,Dom,Fev,7,2,2024-02-04,17:03:16.280000
17,Alimentação,37.29,Chocolate Quente,Tarde,Dom,Fev,7,2,2024-02-04,17:04:05.378000
7,Débito,37.59,Cappuccino,Manhã,Seg,Fev,1,2,2024-02-05,07:27:37.618000
8,Pix,29.99,Americano,Manhã,Seg,Fev,1,2,2024-02-05,08:26:32.460000
9,Pix,39.43,Chocolate Quente,Manhã,Seg,Fev,1,2,2024-02-05,09:21:53.339000
14,Alimentação,37.32,Cappuccino,Tarde,Seg,Fev,1,2,2024-02-05,14:06:12.406000
15,Pix,38.15,Chocolate Quente,Tarde,Seg,Fev,1,2,2024-02-05,15:18:37.849000
17,Débito,18.41,Espresso,Tarde,Seg,Fev,1,2,2024-02-05,17:50:35.176000
17,Crédito,29.88,Americano,Tarde,Seg,Fev,1,2,2024-02-05,17:51:14.221000
18,Alimentação,39.87,Latte,Noite,Seg,Fev,1,2,2024-02-05,18:32:31.987000
8,Débito,38.57,Americano com Leite,Manhã,Ter,Fev,2,2,2024-02-06,08:02:23.370000
8,Débito,29.24,Cortado,Manhã,Ter,Fev,2,2,2024-02-06,08:43:10.650000
9,Crédito,38.49,Latte,Manhã,Ter,Fev,2,2,2024-02-06,09:05:08.769000
14,Pix,38.88,Cappuccino,Tarde,Ter,Fev,2,2,2024-02-06,14:15:14.324000
15,Débito,37.13,Chocolate Quente,Tarde,Ter,Fev,2,2,2024-02-06,15:16:55.134000
20,Pix,39.39,Americano com Leite,Noite,Ter,Fev,2,2,2024-02-06,20:43:00.069000
21,Pix,38.23,Cappuccino,Noite,Ter,Fev,2,2,2024-02-06,21:24:28.890000
21,Débito,38.73,Latte,Noite,Ter,Fev,2,2,2024-02-06,21:52:44.919000
9,Crédito,38.54,Cappuccino,Manhã,Qua,Fev,3,2,2024-02-07,09:30:45.277000
11,Pix,27.54,Americano,Manhã,Qua,Fev,3,2,2024-02-07,11:43:42.912000
14,Crédito,27.72,Cortado,Tarde,Qua,Fev,3,2,2024-02-07,14:24:47.936000
16,Pix,29.92,Americano,Tarde,Qua,Fev,3,2,2024-02-07,16:36:51.121000
20,Alimentação,37.41,Cappuccino,Noite,Qua,Fev,3,2,2024-02-07,20:46:46.780000
7,Débito,37.15,Latte,Manhã,Qui,Fev,4,2,2024-02-08,07:34:19.163000
14,Alimentação,27.76,Americano,Tarde,Qui,Fev,4,2,2024-02-08,14:44:51.323000
8,Alimentação,39.46,Latte,Manhã,Sex,Fev,5,2,2024-02-09,08:39:12.732000
9,Pix,17.97,Espresso,Manhã,Sex,Fev,5,2,2024-02-09,09:08:38.770000
9,Pix,27.67,Americano,Manhã,Sex,Fev,5,2,2024-02-09,09:11:52.006000
10,Alimentação,36.83,Chocolate Quente,Manhã,Sex,Fev,5,2,2024-02-09,10:01:20.498000
10,Crédito,29.82,Cortado,Manhã,Sex,Fev,5,2,2024-02-09,10:31:01.531000
10,Alimentação,19.24,Espresso,Manhã,Sex,Fev,5,2,2024-02-09,10:57:49.550000
12,Crédito,36.88,Latte,Tarde,Sex,Fev,5,2,2024-02-09,12:48:27.802000
14,Crédito,39.54,Chocolate Quente,Tarde,Sex,Fev,5,2,2024-02-09,14:58:11.819000
6,Alimentação,28.76,Americano,Manhã,Sáb,Fev,6,2,2024-02-10,06:33:42.980000
8,Crédito,37.42,Cappuccino,Manhã,Sáb,Fev,6,2,2024-02-10,08:30:22.008000
9,Alimentação,39.31,Chocolate Quente,Manhã,Sáb,Fev,6,2,2024-02-10,09:08:18.663000
7,Alimentação,39.02,Cappuccino,Manhã,Dom,Fev,7,2,2024-02-11,07:11:14.348000
7,Alimentação,40.52,Latte,Manhã,Dom,Fev,7,2,2024-02-11,07:31:12.931000
9,Pix,37.07,Cappuccino,Manhã,Dom,Fev,7,2,2024-02-11,09:27:20.725000
14,Débito,37.9,Americano com Leite,Tarde,Dom,Fev,7,2,2024-02-11,14:44:37.093000
15,Crédito,38.75,Americano com Leite,Tarde,Dom,Fev,7,2,2024-02-11,15:43:17.716000
19,Débito,27.54,Cortado,Noite,Dom,Fev,7,2,2024-02-11,19:16:59.936000
6,Alimentação,37.1,Latte,Manhã,Seg,Fev,1,2,2024-02-12,06:38:15.129000
7,Alimentação,37.7,Americano com Leite,Manhã,Seg,Fev,1,2,2024-02-12,07:03:24.339000
10,Alimentação,29.94,Cacau,Manhã,Seg,Fev,1,2,2024-02-12,10:49:59.471000
13,Pix,38.63,Americano com Leite,Tarde,Seg,Fev,1,2,2024-02-12,13:36:24.607000
20,Alimentação,40.25,Latte,Noite,Seg,Fev,1,2,2024-02-12,20:03:02.300000
8,Pix,28.84,Cacau,Manhã,Ter,Fev,2,2,2024-02-13,08:04:21.030000
8,Débito,40.1,Chocolate Quente,Manhã,Ter,Fev,2,2,2024-02-13,08:30:57.210000
8,Alimentação,28.45,Americano,Manhã,Ter,Fev,2,2,2024-02-13,08:49:08.119000
10,Crédito,27.62,Cortado,Manhã,Ter,Fev,2,2,2024-02-13,10:22:19.338000
11,Crédito,29.16,Americano,Manhã,Ter,Fev,2,2,2024-02-13,11:40:54.791000
14,Débito,17.76,Espresso,Tarde,Ter,Fev,2,2,2024-02-13,14:20:36.100000
15,Pix,37.18,Latte,Tarde,Ter,Fev,2,2,2024-02-13,15:44:27.380000
16,Crédito,36.82,Cappuccino,Tarde,Ter,Fev,2,2,2024-02-13,16:31:19.521000
18,Crédito,29.82,Americano,Noite,Ter,Fev,2,2,2024-02-13,18:44:13.185000
10,Alimentação,40.33,Americano com Leite,Manhã,Qua,Fev,3,2,2024-02-14,10:18:36.655000
10,Alimentação,27.86,Americano,Manhã,Qua,Fev,3,2,2024-02-14,10:28:23.745000
10,Alimentação,36.77,Chocolate Quente,Manhã,Qua,Fev,3,2,2024-02-14,10:44:18.130000
10,Crédito,40.34,Latte,Manhã,Qua,Fev,3,2,2024-02-14,10:48:56.476000
13,Crédito,29.3,Americano,Tarde,Qua,Fev,3,2,2024-02-14,13:07:09.088000
10,Débito,37.63,Cappuccino,Manhã,Qui,Fev,4,2,2024-02-15,10:07:41.150000
10,Alimentação,27.73,Cortado,Manhã,Qui,Fev,4,2,2024-02-15,10:44:46.475000
10,Débito,28.87,Americano,Manhã,Qui,Fev,4,2,2024-02-15,10:47:09.255000
13,Débito,38.95,Cappuccino,Tarde,Qui,Fev,4,2,2024-02-15,13:02:49.174000
14,Alimentação,27.47,Cacau,Tarde,Qui,Fev,4,2,2024-02-15,14:50:17.743000
15,Crédito,28.89,Cacau,Tarde,Qui,Fev,4,2,2024-02-15,15:34:08.553000
16,Crédito,38.98,Chocolate Quente,Tarde,Qui,Fev,4,2,2024-02-15,16:27:45.423000
17,Pix,39.72,Chocolate Quente,Tarde,Qui,Fev,4,2,2024-02-15,17:02:42.743000
8,Débito,37.24,Latte,Manhã,Sex,Fev,5,2,2024-02-16,08:31:15.489000
9,Pix,19.11,Espresso,Manhã,Sex,Fev,5,2,2024-02-16,09:07:21.935000
11,Alimentação,37.43,Latte,Manhã,Sex,Fev,5,2,2024-02-16,11:30:03.652000
16,Pix,38.59,Latte,Tarde,Sex,Fev,5,2,2024-02-16,16:07:34.088000
16,Alimentação,39.44,Latte,Tarde,Sex,Fev,5,2,2024-02-16,16:08:58.450000
20,Débito,18.5,Espresso,Noite,Sex,Fev,5,2,2024-02-16,20:58:16.179000
7,Pix,36.78,Cappuccino,Manhã,Sáb,Fev,6,2,2024-02-17,07:44:10.793000
10,Crédito,37.17,Chocolate Quente,Manhã,Sáb,Fev,6,2,2024-02-17,10:08:57.400000
11,Pix,19.06,Espresso,Manhã,Sáb,Fev,6,2,2024-02-17,11:03:09.115000
12,Alimentação,39.29,Cappuccino,Tarde,Sáb,Fev,6,2,2024-02-17,12:19:29.041000
13,Débito,40.52,Cappuccino,Tarde,Sáb,Fev,6,2,2024-02-17,13:16:59.869000
14,Alimentação,36.98,Latte,Tarde,Sáb,Fev,6,2,2024-02-17,14:43:11.562000
15,Alimentação,37.65,Cappuccino,Tarde,Sáb,Fev,6,2,2024-02-17,15:19:04.359000
15,Pix,40.13,Latte,Tarde,Sáb,Fev,6,2,2024-02-17,15:24:30.268000
15,Débito,37.19,Latte,Tarde,Sáb,Fev,6,2,2024-02-17,15:57:55.408000
6,Crédito,40.42,Latte,Manhã,Dom,Fev,7,2,2024-02-18,06:05:35.875000
9,Débito,37.06,Latte,Manhã,Dom,Fev,7,2,2024-02-18,09:57:34.667000
10,Crédito,39.28,Chocolate Quente,Manhã,Dom,Fev,7,2,2024-02-18,10:34:00.676000
10,Pix,38.19,Cappuccino,Manhã,Dom,Fev,7,2,2024-02-18,10:35:53.192000
14,Pix,39.53,Cappuccino,Tarde,Dom,Fev,7,2,2024-02-18,14:08:30.773000
14,Pix,39.27,Latte,Tarde,Dom,Fev,7,2,2024-02-18,14:19:38.412000
17,Pix,28.53,Cacau,Tarde,Dom,Fev,7,2,2024-02-18,17:15:56.905000
9,Pix,28.74,Americano,Manhã,Seg,Fev,1,2,2024-02-19,09:51:12.777000
10,Débito,28.37,Americano,Manhã,Seg,Fev,1,2,2024-02-19,10:37:34.028000
10,Pix,17.89,Espresso,Manhã,Seg,Fev,1,2,2024-02-19,10:55:51.633000
13,Pix,36.91,Americano com Leite,Tarde,Seg,Fev,1,2,2024-02-19,13:29:24.619000
15,Débito,40.13,Cappuccino,Tarde,Seg,Fev,1,2,2024-02-19,15:00:01.383000
16,Alimentação,29.29,Americano,Tarde,Seg,Fev,1,2,2024-02-19,16:11:17.144000
6,Crédito,37.11,Cappuccino,Manhã,Ter,Fev,2,2,2024-02-20,06:27:46.456000
7,Débito,37.15,Chocolate Quente,Manhã,Ter,Fev,2,2,2024-02-20,07:00:31.127000
8,Crédito,38.22,Cappuccino,Manhã,Ter,Fev,2,2,2024-02-20,08:06:05.444000
8,Débito,28.34,Americano,Manhã,Ter,Fev,2,2,2024-02-20,08:37:33.748000
10,Pix,27.49,Americano,Manhã,Ter,Fev,2,2,2024-02-20,10:25:54.199000
10,Débito,28.14,Cortado,Manhã,Ter,Fev,2,2,2024-02-20,10:44:58.628000
10,Pix,18.86,Espresso,Manhã,Ter,Fev,2,2,2024-02-20,10:51:47.929000
14,Pix,18.37,Espresso,Tarde,Ter,Fev,2,2,2024-02-20,14:12:54.839000
14,Crédito,37.41,Latte,Tarde,Ter,Fev,2,2,2024-02-20,14:29:40.979000
10,Pix,29.43,Cortado,Manhã,Qua,Fev,3,2,2024-02-21,10:27:08.651000
10,Crédito,39.99,Cappuccino,Manhã,Qua,Fev,3,2,2024-02-21,10:31:02.842000
11,Crédito,37.78,Americano com Leite,Manhã,Qua,Fev,3,2,2024-02-21,11:28:02.269000
14,Débito,19.01,Espresso,Tarde,Qua,Fev,3,2,2024-02-21,14:02:45.051000
14,Alimentação,37.75,Latte,Tarde,Qua,Fev,3,2,2024-02-21,14:10:25.467000
19,Pix,36.98,Chocolate Quente,Noite,Qua,Fev,3,2,2024-02-21,19:09:46.625000
19,Alimentação,38.21,Cappuccino,Noite,Qua,Fev,3,2,2024-02-21,19:28:34.224000
7,Pix,28.38,Cortado,Manhã,Qui,Fev,4,2,2024-02-22,07:06:06.588000
12,Débito,28.44,Americano,Tarde,Qui,Fev,4,2,2024-02-22,12:08:16.053000
13,Débito,28.11,Cortado,Tarde,Qui,Fev,4,2,2024-02-22,13:43:39.893000
13,Alimentação,39.66,Cappuccino,Tarde,Qui,Fev,4,2,2024-02-22,13:46:05.345000
15,Pix,38.43,Latte,Tarde,Qui,Fev,4,2,2024-02-22,15:05:28.669000
7,Crédito,38.7,Latte,Manhã,Sex,Fev,5,2,2024-02-23,07:35:01.969000
7,Débito,40.17,Chocolate Quente,Manhã,Sex,Fev,5,2,2024-02-23,07:59:23.629000
8,Crédito,17.75,Espresso,Manhã,Sex,Fev,5,2,2024-02-23,08:54:56.439000
9,Pix,28.97,Cacau,Manhã,Sex,Fev,5,2,2024-02-23,09:48:09.035000
10,Crédito,18.09,Espresso,Manhã,Sex,Fev,5,2,2024-02-23,10:42:53.332000
13,Débito,38.6,Chocolate Quente,Tarde,Sex,Fev,5,2,2024-02-23,13:06:44.390000
13,Alimentação,29.47,Cortado,Tarde,Sex,Fev,5,2,2024-02-23,13:38:46.147000
16,Crédito,18.21,Espresso,Tarde,Sex,Fev,5,2,2024-02-23,16:22:30.557000
16,Crédito,28.53,Cortado,Tarde,Sex,Fev,5,2,2024-02-23,16:56:32.308000
17,Crédito,40.32,Chocolate Quente,Tarde,Sex,Fev,5,2,2024-02-23,17:54:30.227000
17,Débito,28.74,Americano,Tarde,Sex,Fev,5,2,2024-02-23,17:59:10.892000
8,Pix,29.01,Cortado,Manhã,Sáb,Fev,6,2,2024-02-24,08:25:56.774000
9,Alimentação,38.75,Latte,Manhã,Sáb,Fev,6,2,2024-02-24,09:25:59.156000
13,Débito,30.28,Americano,Tarde,Sáb,Fev,6,2,2024-02-24,13:51:25.924000
16,Alimentação,29.25,Cortado,Tarde,Sáb,Fev,6,2,2024-02-24,16:55:11.443000
7,Alimentação,29.63,Americano,Manhã,Dom,Fev,7,2,2024-02-25,07:36:11.340000
16,Pix,30.2,Cortado,Tarde,Dom,Fev,7,2,2024-02-25,16:14:46.263000
16,Crédito,18.72,Espresso,Tarde,Dom,Fev,7,2,2024-02-25,16:49:06.432000
17,Débito,19.11,Espresso,Tarde,Dom,Fev,7,2,2024-02-25,17:52:17.794000
21,Alimentação,37.89,Americano com Leite,Noite,Dom,Fev,7,2,2024-02-25,21:03:33.584000
10,Pix,28.21,Americano,Manhã,Seg,Fev,1,2,2024-02-26,10:06:41.663000
12,Débito,28.39,Cortado,Tarde,Seg,Fev,1,2,2024-02-26,12:25:20.293000
13,Crédito,27.82,Americano,Tarde,Seg,Fev,1,2,2024-02-26,13:41:44.444000
16,Crédito,18.5,Espresso,Tarde,Seg,Fev,1,2,2024-02-26,16:08:50.705000
16,Débito,29.07,Americano,Tarde,Seg,Fev,1,2,2024-02-26,16:47:49.070000
18,Crédito,27.79,Americano,Noite,Seg,Fev,1,2,2024-02-26,18:23:41.942000
9,Alimentação,38.32,Chocolate Quente,Manhã,Ter,Fev,2,2,2024-02-27,09:32:30.537000
9,Débito,28.66,Americano,Manhã,Ter,Fev,2,2,2024-02-27,09:53:21.930000
10,Débito,28.97,Americano,Manhã,Ter,Fev,2,2,2024-02-27,10:05:13.245000
10,Débito,29.94,Cacau,Manhã,Ter,Fev,2,2,2024-02-27,10:51:57.581000
13,Débito,39.41,Cappuccino,Tarde,Ter,Fev,2,2,2024-02-27,13:18:16.576000
14,Pix,38.4,Latte,Tarde,Ter,Fev,2,2,2024-02-27,14:33:22.907000
14,Alimentação,37.3,Cappuccino,Tarde,Ter,Fev,2,2,2024-02-27,14:47:40.155000
14,Alimentação,28.77,Americano,Tarde,Ter,Fev,2,2,2024-02-27,14:48:24.564000
15,Pix,18.72,Espresso,Tarde,Ter,Fev,2,2,2024-02-27,15:33:12.531000
19,Crédito,37.02,Cappuccino,Noite,Ter,Fev,2,2,2024-02-27,19:10:36.716000
19,Débito,39.8,Chocolate Quente,Noite,Ter,Fev,2,2,2024-02-27,19:47:27.608000
8,Pix,29.49,Cacau,Manhã,Qua,Fev,3,2,2024-02-28,08:43:01.789000
9,Crédito,29.04,Americano,Manhã,Qua,Fev,3,2,2024-02-28,09:46:30.247000
13,Crédito,39.9,Cappuccino,Tarde,Qua,Fev,3,2,2024-02-28,13:13:18.749000
14,Débito,29.76,Cacau,Tarde,Qua,Fev,3,2,2024-02-28,14:50:04.098000
15,Alimentação,28.17,Cacau,Tarde,Qua,Fev,3,2,2024-02-28,15:21:16.905000
18,Débito,17.58,Espresso,Noite,Qua,Fev,3,2,2024-02-28,18:12:16.045000
8,Alimentação,38.72,Cappuccino,Manhã,Qui,Fev,4,2,2024-02-29,08:01:12.535000
8,Pix,38.31,Latte,Manhã,Qui,Fev,4,2,2024-02-29,08:28:16.553000
13,Pix,40.05,Cappuccino,Tarde,Qui,Fev,4,2,2024-02-29,13:05:17.720000
15,Pix,29.76,Cortado,Tarde,Qui,Fev,4,2,2024-02-29,15:30:51.431000
18,Débito,38.76,Cappuccino,Noite,Qui,Fev,4,2,2024-02-29,18:10:39.849000
9,Débito,19.31,Espresso,Manhã,Sex,Mar,5,3,2024-03-01,09:46:26.767000
13,Crédito,29.07,Cortado,Tarde,Sex,Mar,5,3,2024-03-01,13:08:54.668000
14,Crédito,18.19,Espresso,Tarde,Sex,Mar,5,3,2024-03-01,14:29:52.119000
17,Crédito,39.06,Latte,Tarde,Sex,Mar,5,3,2024-03-01,17:53:29.989000
8,Pix,28.53,Americano,Manhã,Sáb,Mar,6,3,2024-03-02,08:35:05.837000
13,Débito,19.07,Espresso,Tarde,Sáb,Mar,6,3,2024-03-02,13:21:33.805000
19,Débito,27.71,Americano,Noite,Sáb,Mar,6,3,2024-03-02,19:55:12.898000
20,Crédito,29.64,Cortado,Noite,Sáb,Mar,6,3,2024-03-02,20:35:20.016000
10,Pix,37.96,Americano com Leite,Manhã,Dom,Mar,7,3,2024-03-03,10:29:11.237000
12,Alimentação,37.59,Cappuccino,Tarde,Dom,Mar,7,3,2024-03-03,12:28:12.100000
14,Crédito,18.45,Espresso,Tarde,Dom,Mar,7,3,2024-03-03,14:19:15.593000
17,Alimentação,29.23,Americano,Tarde,Dom,Mar,7,3,2024-03-03,17:41:21.814000
11,Crédito,36.97,Cappuccino,Manhã,Seg,Mar,1,3,2024-03-04,11:50:43.320000
14,Crédito,39.8,Cappuccino,Tarde,Seg,Mar,1,3,2024-03-04,14:01:36.073000
14,Débito,30.15,Cacau,Tarde,Seg,Mar,1,3,2024-03-04,14:01:39.449000
14,Pix,28.59,Americano,Tarde,Seg,Mar,1,3,2024-03-04,14:58:36.772000
16,Pix,37.89,Americano com Leite,Tarde,Seg,Mar,1,3,2024-03-04,16:42:25.019000
16,Crédito,39.71,Chocolate Quente,Tarde,Seg,Mar,1,3,2024-03-04,16:47:59.895000
8,Alimentação,37.16,Latte,Manhã,Ter,Mar,2,3,2024-03-05,08:06:14.296000
15,Débito,36.95,Cappuccino,Tarde,Ter,Mar,2,3,2024-03-05,15:54:38.037000
17,Crédito,37.22,Chocolate Quente,Tarde,Ter,Mar,2,3,2024-03-05,17:20:13.850000
17,Pix,19.37,Espresso,Tarde,Ter,Mar,2,3,2024-03-05,17:55:09.929000
7,Crédito,38.17,Chocolate Quente,Manhã,Qua,Mar,3,3,2024-03-06,07:30:59.009000
8,Débito,38.92,Cappuccino,Manhã,Qua,Mar,3,3,2024-03-06,08:01:25.714000
8,Crédito,29.5,Americano,Manhã,Qua,Mar,3,3,2024-03-06,08:57:21.697000
9,Crédito,40.23,Chocolate Quente,Manhã,Qua,Mar,3,3,2024-03-06,09:01:20.611000
12,Débito,38.39,Cappuccino,Tarde,Qua,Mar,3,3,2024-03-06,12:42:47.713000
17,Débito,30.11,Americano,Tarde,Qua,Mar,3,3,2024-03-06,17:18:22.768000
17,Alimentação,39.25,Americano com Leite,Tarde,Qua,Mar,3,3,2024-03-06,17:42:05.357000
19,Alimentação,37.55,Chocolate Quente,Noite,Qua,Mar,3,3,2024-03-06,19:48:45.385000
20,Pix,39.73,Latte,Noite,Qua,Mar,3,3,2024-03-06,20:43:15.886000
6,Pix,29.13,Americano,Manhã,Qui,Mar,4,3,2024-03-07,06:23:12.928000
9,Débito,39.87,Cappuccino,Manhã,Qui,Mar,4,3,2024-03-07,09:44:12.431000
14,Débito,37.38,Americano com Leite,Tarde,Qui,Mar,4,3,2024-03-07,14:50:07.782000
15,Pix,39.58,Chocolate Quente,Tarde,Qui,Mar,4,3,2024-03-07,15:19:59.330000
16,Pix,19.06,Espresso,Tarde,Qui,Mar,4,3,2024-03-07,16:25:51.615000
9,Alimentação,29.92,Americano,Manhã,Sex,Mar,5,3,2024-03-08,09:43:27.595000
15,Pix,40.35,Latte,Tarde,Sex,Mar,5,3,2024-03-08,15:03:26.662000
16,Pix,39.47,Cappuccino,Tarde,Sex,Mar,5,3,2024-03-08,16:18:01.780000
19,Alimentação,18.27,Espresso,Noite,Sex,Mar,5,3,2024-03-08,19:34:59.953000
12,Crédito,17.76,Espresso,Tarde,Sáb,Mar,6,3,2024-03-09,12:01:30.319000
12,Pix,19.32,Espresso,Tarde,Sáb,Mar,6,3,2024-03-09,12:06:21.469000
13,Débito,28.94,Americano,Tarde,Sáb,Mar,6,3,2024-03-09,13:54:59.190000
15,Pix,38.21,Chocolate Quente,Tarde,Sáb,Mar,6,3,2024-03-09,15:39:12.808000
17,Alimentação,37.47,Cappuccino,Tarde,Sáb,Mar,6,3,2024-03-09,17:32:11.997000
8,Crédito,37.38,Americano com Leite,Manhã,Dom,Mar,7,3,2024-03-10,08:25:23.695000
9,Crédito,36.95,Chocolate Quente,Manhã,Dom,Mar,7,3,2024-03-10,09:40:27.888000
10,Crédito,39.22,Latte,Manhã,Dom,Mar,7,3,2024-03-10,10:00:13.409000
10,Crédito,36.8,Latte,Manhã,Dom,Mar,7,3,2024-03-10,10:11:55.466000
10,Crédito,29.62,Americano,Manhã,Dom,Mar,7,3,2024-03-10,10:40:24.160000
14,Alimentação,27.58,Americano,Tarde,Dom,Mar,7,3,2024-03-10,14:56:38.825000
15,Débito,39.75,Latte,Tarde,Dom,Mar,7,3,2024-03-10,15:28:03.612000
15,Crédito,37.76,Chocolate Quente,Tarde,Dom,Mar,7,3,2024-03-10,15:31:22.718000
15,Débito,39.93,Cappuccino,Tarde,Dom,Mar,7,3,2024-03-10,15:36:43.114000
17,Pix,37.75,Cappuccino,Tarde,Dom,Mar,7,3,2024-03-10,17:02:40.396000
19,Crédito,39.97,Chocolate Quente,Noite,Dom,Mar,7,3,2024-03-10,19:48:43.419000
20,Alimentação,40.2,Americano com Leite,Noite,Dom,Mar,7,3,2024-03-10,20:29:10.119000
7,Alimentação,17.94,Espresso,Manhã,Seg,Mar,1,3,2024-03-11,07:46:18.289000
8,Alimentação,39.64,Americano com Leite,Manhã,Seg,Mar,1,3,2024-03-11,08:07:08.549000
9,Débito,17.96,Espresso,Manhã,Seg,Mar,1,3,2024-03-11,09:45:35.683000
10,Crédito,38.41,Americano com Leite,Manhã,Seg,Mar,1,3,2024-03-11,10:04:54.771000
11,Pix,37.14,Americano com Leite,Manhã,Seg,Mar,1,3,2024-03-11,11:54:55.941000
12,Débito,17.98,Espresso,Tarde,Seg,Mar,1,3,2024-03-11,12:13:27.858000
13,Pix,27.51,Americano,Tarde,Seg,Mar,1,3,2024-03-11,13:12:30.834000
14,Débito,39.07,Americano com Leite,Tarde,Seg,Mar,1,3,2024-03-11,14:10:58.503000
14,Alimentação,37.46,Americano com Leite,Tarde,Seg,Mar,1,3,2024-03-11,14:51:54.179000
16,Crédito,37.32,Cappuccino,Tarde,Seg,Mar,1,3,2024-03-11,16:54:34.302000
18,Débito,38.81,Latte,Noite,Seg,Mar,1,3,2024-03-11,18:13:48.421000
6,Crédito,38.48,Americano com Leite,Manhã,Ter,Mar,2,3,2024-03-12,06:43:20.527000
9,Alimentação,17.81,Espresso,Manhã,Ter,Mar,2,3,2024-03-12,09:17:28.997000
9,Crédito,18.99,Espresso,Manhã,Ter,Mar,2,3,2024-03-12,09:37:24.631000
11,Alimentação,27.81,Americano,Manhã,Ter,Mar,2,3,2024-03-12,11:06:43.048000
11,Crédito,39.19,Chocolate Quente,Manhã,Ter,Mar,2,3,2024-03-12,11:18:32.065000
14,Pix,28.35,Cortado,Tarde,Ter,Mar,2,3,2024-03-12,14:18:10.784000
16,Crédito,28.17,Cortado,Tarde,Ter,Mar,2,3,2024-03-12,16:41:26.400000
18,Crédito,39.65,Latte,Noite,Ter,Mar,2,3,2024-03-12,18:52:43.049000
19,Alimentação,29.94,Americano,Noite,Ter,Mar,2,3,2024-03-12,19:14:17.634000
9,Alimentação,29.45,Cortado,Manhã,Qua,Mar,3,3,2024-03-13,09:38:57.606000
10,Alimentação,18.02,Espresso,Manhã,Qua,Mar,3,3,2024-03-13,10:03:50.919000
10,Crédito,40.25,Latte,Manhã,Qua,Mar,3,3,2024-03-13,10:38:44.346000
11,Débito,37.8,Cappuccino,Manhã,Qua,Mar,3,3,2024-03-13,11:14:46.843000
11,Pix,37.06,Cappuccino,Manhã,Qua,Mar,3,3,2024-03-13,11:50:22.137000
13,Pix,37.57,Latte,Tarde,Qua,Mar,3,3,2024-03-13,13:10:44.048000
15,Pix,29.69,Americano,Tarde,Qua,Mar,3,3,2024-03-13,15:09:22.902000
15,Pix,27.88,Cacau,Tarde,Qua,Mar,3,3,2024-03-13,15:55:27.201000
17,Pix,39.26,Americano com Leite,Tarde,Qua,Mar,3,3,2024-03-13,17:33:13.569000
20,Débito,40.04,Cappuccino,Noite,Qua,Mar,3,3,2024-03-13,20:30:00.676000
21,Débito,28.99,Cortado,Noite,Qua,Mar,3,3,2024-03-13,21:44:41.482000
7,Alimentação,37.73,Cappuccino,Manhã,Qui,Mar,4,3,2024-03-14,07:30:11.196000
7,Alimentação,37.28,Americano com Leite,Manhã,Qui,Mar,4,3,2024-03-14,07:39:45.546000
